id	SRR11961372	SRR11961374	SRR11961376	SRR11961380	SRR11961381	SRR11961383	SRR11961389	SRR11961391	SRR11961392	SRR11961394	SRR11961398	SRR11961400	SRR11961402	SRR11961405	SRR11961407	SRR11961411	SRR11961413	SRR11961425	SRR11961436	SRR11961446	SRR11961448	SRR11961452	SRR11961453	SRR11961457	SRR11961458	SRR11961459
Group	none	adult acne	perioral dermatitis	adult acne	none	perioral dermatitis	adult acne	perioral dermatitis	none	perioral dermatitis	perioral dermatitis	adult acne	adult acne	adult acne	perioral dermatitis	perioral dermatitis	adult acne	none	none	none	none	none	none	none	none	none
OTU_212	0	0	0	0	0	36	15	0	0	13	22	8	24	10	43	0	0	0	0	14	0	0	0	0	0	0
OTU_213	0	33	0	0	0	37	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	38	0	0	0	24
OTU_214	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
OTU_215	0	112	0	0	0	31	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU_216	0	23	0	0	7	34	10	9	0	22	19	0	28	0	0	19	0	0	0	0	0	0	0	8	0	0
OTU_217	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	0	106	0	0	0	10	47	0	0	0	0	0	0	5	0	0	0	0	0	0	1	6	0	0	0	0
OTU_219	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_220	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_221	0	0	0	0	0	0	0	0	0	0	0	0	35	0	87	9	29	0	0	0	15	0	0	0	0	0
OTU_222	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_223	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	6	0	0	0	0	0	0	0	0	0
OTU_225	0	0	161	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_227	0	0	16	0	0	9	65	0	0	37	0	0	15	0	7	0	0	0	0	0	0	0	0	21	0	0
OTU_228	0	0	0	0	0	38	20	0	0	0	0	0	39	0	45	0	0	0	0	9	0	0	0	0	0	19
OTU_229	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_230	0	0	0	7	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	0	0	0	0	0	113	0	0	0	0	0	0	0	0	16	0	0	11	0	0	0	0	0	28	0	0
OTU_232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
OTU_233	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
OTU_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
OTU_235	0	0	0	0	0	100	18	0	0	0	31	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0
OTU_236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
OTU_237	0	0	23	11	0	25	0	0	0	9	21	0	22	23	0	8	0	14	0	0	0	0	0	0	5	0
OTU_238	0	0	0	0	0	118	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
OTU_239	0	23	0	11	0	26	0	0	0	0	24	0	35	0	0	31	0	0	0	0	0	0	0	9	0	0
OTU_240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
OTU_241	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_242	0	0	0	0	0	58	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
OTU_244	0	15	0	0	0	0	0	0	0	0	0	18	44	0	27	0	0	0	0	0	0	0	52	0	0	0
OTU_245	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_246	0	27	10	0	0	0	0	48	0	0	27	0	0	0	12	0	27	0	0	0	0	0	0	0	0	0
OTU_247	0	0	98	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
OTU_248	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_249	0	0	120	0	0	22	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_250	0	0	0	0	0	109	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
OTU_252	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0
OTU_254	0	0	36	0	0	93	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU_255	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0
OTU_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
OTU_257	0	0	0	0	0	13	0	0	0	3	76	0	27	0	0	0	0	0	0	20	0	0	0	0	0	0
OTU_258	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_259	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
OTU_261	0	4	36	0	0	28	34	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0
OTU_262	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_263	0	0	0	0	0	0	0	0	0	0	127	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_264	0	62	0	0	0	0	0	0	0	0	0	0	4	0	65	0	0	0	0	0	0	0	0	0	0	0
OTU_265	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_266	0	0	4	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_267	0	0	0	14	0	30	22	20	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	13	0	0
OTU_268	0	0	0	95	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_269	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_270	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_271	0	0	0	0	0	0	0	0	0	0	0	4	74	0	0	0	0	4	0	0	0	0	14	33	0	0
OTU_272	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	6	0	0	0	0	0	0	0	0	0
OTU_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
OTU_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	78
OTU_275	0	0	0	0	0	0	0	0	0	0	0	0	107	0	21	0	0	0	0	0	0	0	0	0	0	0
OTU_276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	52	0	0
OTU_277	0	6	0	0	0	7	0	0	0	20	0	33	0	0	22	16	6	0	0	0	0	17	0	0	0	0
OTU_278	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
OTU_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
OTU_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
OTU_281	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
OTU_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
OTU_283	0	17	0	68	0	0	28	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
OTU_284	0	0	0	0	0	27	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_285	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_286	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_288	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	28	0	0	0	0	0	0	73	0	0
OTU_289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
OTU_290	0	0	0	0	0	0	0	0	0	0	0	0	0	113	6	0	0	0	0	0	0	0	0	0	0	0
OTU_291	0	51	0	0	0	0	0	0	0	33	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_292	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
OTU_294	0	0	0	0	0	49	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_295	0	0	0	0	0	13	0	0	0	0	73	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
OTU_296	0	0	0	0	0	105	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_297	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
OTU_298	12	0	0	38	0	0	0	0	0	52	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
OTU_299	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_300	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_301	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_302	0	0	42	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_303	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_304	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
OTU_305	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
OTU_307	0	0	0	55	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_309	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_310	0	0	0	53	0	0	0	0	0	48	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_311	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
OTU_313	0	63	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	6	0	0	14	0	0
OTU_314	0	0	0	0	0	78	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_315	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_316	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_317	0	12	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0
OTU_318	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_319	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_320	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_321	0	0	0	0	0	0	0	6	0	89	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
OTU_322	0	0	0	100	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_323	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
OTU_324	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_325	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_326	0	0	0	0	0	0	0	0	0	62	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
OTU_327	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_328	0	0	10	0	0	0	0	0	0	0	71	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_329	0	0	7	0	0	57	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_330	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_331	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_332	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_333	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_334	0	0	0	0	0	14	5	0	0	15	0	0	11	6	0	0	0	0	0	0	0	0	0	27	22	0
OTU_335	0	0	0	0	0	0	90	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
OTU_336	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_337	0	0	0	0	31	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	9	33
OTU_338	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_339	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
OTU_340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0
OTU_341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	89	0	0
OTU_342	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_343	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
OTU_344	0	0	48	0	0	0	13	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_345	0	0	0	0	0	12	75	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_346	0	0	0	0	0	0	0	0	8	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	21
OTU_347	0	0	0	0	0	0	0	0	0	0	23	0	21	0	26	0	0	0	0	0	0	0	0	26	0	0
OTU_348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	65	0	0	0	0	0	0	0	0	0
OTU_349	0	43	0	0	0	13	0	0	0	0	9	0	0	15	13	0	2	0	0	0	0	0	0	0	0	0
OTU_350	0	34	0	0	0	0	22	0	0	0	0	11	0	28	0	0	0	0	0	0	0	0	0	0	0	0
OTU_351	0	17	0	0	0	19	0	0	0	18	7	0	23	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	0	0	53	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	42	0
OTU_354	0	11	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
OTU_355	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_356	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_357	0	0	31	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	38	0	0
OTU_358	0	0	8	0	0	16	0	0	0	0	19	0	35	0	0	0	0	0	0	14	0	0	0	0	0	0
OTU_359	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
OTU_361	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_362	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_363	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_364	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_365	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_366	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_367	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_368	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_369	0	0	0	0	0	0	0	0	0	0	0	0	0	52	16	0	19	0	0	0	0	0	0	0	0	0
OTU_370	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_371	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	0	0	0	0	0	0	0	0	0	5	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_373	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_374	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	20	0
OTU_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	33
OTU_376	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_377	0	0	0	0	0	10	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0
OTU_379	0	0	17	42	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
OTU_381	0	15	0	0	0	0	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	38
OTU_382	0	0	0	0	3	0	0	0	0	36	14	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0
OTU_383	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_384	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_385	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	11	0
OTU_386	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	26	0
OTU_387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
OTU_388	0	0	13	0	0	0	0	0	0	0	19	0	0	25	19	0	0	0	0	0	0	0	0	0	0	0
OTU_389	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_390	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_391	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_392	0	0	0	0	11	0	0	0	0	13	0	0	0	42	0	3	6	0	0	0	0	0	0	0	0	0
OTU_393	0	0	0	0	0	26	9	0	0	0	17	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0
OTU_394	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_395	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	65	4	0	0	0	0	0	0	0	0	0
OTU_396	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_398	0	0	0	21	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_399	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
OTU_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
OTU_401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
OTU_402	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0	0	0	25	16	0	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_404	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_405	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_406	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	32	0	0	0	0	0	0	0	0	0	0
OTU_407	0	43	0	0	0	0	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_408	0	0	0	0	0	40	0	0	0	0	0	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0
OTU_409	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_410	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_411	0	0	0	0	0	0	19	0	0	0	25	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
OTU_412	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_413	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_414	0	0	60	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_415	0	0	25	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
OTU_416	0	0	0	0	0	0	45	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_417	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_418	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
OTU_419	0	14	0	0	0	0	11	0	0	0	24	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_420	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
OTU_421	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_422	0	0	0	0	0	14	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_423	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_424	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_425	0	0	0	0	0	0	0	0	0	0	14	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_426	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_427	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_428	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_429	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_430	0	0	0	0	0	6	15	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
OTU_432	0	17	0	0	0	0	0	0	0	0	0	0	21	0	26	0	0	0	0	0	0	0	0	0	0	0
OTU_433	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_434	0	0	5	50	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_435	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_436	0	0	0	60	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_437	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_438	0	0	49	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_439	0	0	27	0	0	29	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_440	0	0	7	0	0	39	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_441	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
OTU_443	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_444	0	0	0	6	0	0	0	0	0	11	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
OTU_445	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_446	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_447	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
