ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
Group	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
KTN1|3895	8.51739	9.36229	8.10561	8.39027	8.06022	8.30598	8.39542	7.75055	8.46325	8.75944	8.26637	8.67381
ELL2|22936	8.59785	8.65067	7.94485	9.18492	8.58336	9.36126	7.44394	6.51951	6.70449	7.45581	7.13517	7.46445
CTNND1|1500	8.43381	9.36066	9.0081	8.68508	8.5713	8.51659	9.23336	8.75321	8.81741	8.87782	8.65969	8.75938
NECAB2|54550	3.01286	9.36005	2.62698	5.54126	5.9135	4.65157	1.07196	1.70941	1.90096	2.90654	3.18161	0.592568
SLC25A39|51629	8.82453	9.35773	8.5796	7.83637	7.56838	8.30598	8.43466	7.89122	7.54067	7.60156	7.67625	7.14905
EI24|9538	8.13769	8.91825	8.45084	9.1396	8.52833	9.35721	7.91042	7.73481	7.61169	7.93057	7.89934	7.9386
CHD4|1108	8.71314	9.35711	8.70114	8.31529	8.15257	8.12171	9.08132	8.80193	8.91708	8.56064	8.49327	8.34167
MAGED1|9500	8.61595	9.35453	9.33821	8.51879	7.69803	8.28627	8.75131	8.80552	8.97912	8.442	8.24921	7.61605
CXCL14|9547	5.84932	2.66601	0	7.834	7.25205	6.84907	5.81302	6.3526	7.85644	9.35295	9.16951	9.63786
CALM3|808	9.25167	9.25999	9.35271	8.43272	8.05198	8.59434	8.6296	8.56622	8.8042	8.49551	8.54764	8.46772
SLC38A10|124565	9.35253	9.33468	9.30338	8.97816	8.25166	8.76593	8.17711	8.28976	8.84335	8.22192	8.47478	8.02553
PQLC1|80148	8.06809	9.3521	8.77632	8.66785	8.08918	8.68152	6.75359	7.22057	7.10717	7.1206	7.23679	6.96512
GALK1|2584	7.53849	9.35158	8.40983	8.26565	7.58172	7.83755	6.18038	6.14049	6.12545	5.88093	5.72246	4.87505
CYP4F11|57834	7.86902	9.35115	7.8598	8.24433	7.82365	7.99328	4.97123	2.55503	5.28166	5.53364	5.33144	4.5005
NDUFS2|4720	9.34575	9.29514	9.3508	8.41737	8.17667	8.70351	7.64227	7.74232	7.90765	7.70743	7.86065	7.5986
CCT6A|908	8.81388	9.3501	8.27104	7.61184	7.82325	7.97625	8.38776	8.3881	8.29832	8.13797	7.97768	7.87544
MAP4|4134	8.36591	9.34766	7.62706	8.0956	7.94944	8.284	8.47939	8.7718	8.91206	8.68261	9.19656	9.75737
SLC25A13|10165	7.74975	9.34671	9.02521	8.75998	8.26075	8.50269	6.62275	5.9867	6.00239	6.16792	5.88976	5.66707
PHB2|11331	8.03463	8.68508	9.34627	8.78401	8.37032	8.79467	8.06771	8.27277	8.34932	8.15908	8.13218	7.8929
SUCLG1|8802	8.15162	8.85309	9.34592	8.27308	8.04815	8.54811	6.57776	7.06367	7.11191	7.73098	7.72343	8.09218
ENPP2|5168	9.3447	5.40717	7.61382	6.88449	6.38182	5.5835	4.63997	6.19558	5.87605	7.73999	8.36032	9.03819
CFHR3|10878	6.92472	7.88833	7.49721	7.62949	9.34295	9.16993	0	3.30326	0.921904	1.70142	0.504749	2.17799
GPAA1|8733	9.34233	9.25158	8.52754	7.61972	7.30047	7.77737	8.18598	8.51576	7.7677	7.65243	7.91978	7.40895
CHCHD2|51142	8.9661	9.34137	8.61613	8.40738	8.26359	8.74656	8.01911	8.5707	8.40157	8.34096	8.30561	7.96707
EIF2AK1|27102	8.46499	9.34095	8.7412	8.57297	8.41836	8.70011	8.72534	8.67558	8.42076	8.12367	8.02638	8.07321
OTC|5009	4.91824	9.34023	8.65591	8.644	8.25531	8.86757	0	0	0	0.592568	0.824102	1.5199
EIF6|3692	8.92944	9.34023	7.94662	8.26488	8.00303	8.61903	7.84443	8.30713	7.88658	7.7007	7.66609	7.09438
ACSM5|54988	4.11413	9.3052	5.11199	9.34014	8.72664	8.60813	2.31326	3.38772	2.46341	4.57425	5.96204	7.21559
TRAP1|10131	8.51081	9.33984	7.7659	8.2541	8.18177	8.33043	7.61878	7.43767	7.27441	7.33246	7.31978	7.08588
GNAI2|2771	8.86263	9.33926	7.79565	8.78783	8.55449	8.97119	8.22126	9.20207	8.95426	8.88909	9.25388	9.15108
BDH1|622	7.57917	9.33909	8.6898	9.06172	8.50997	9.12042	7.13671	4.78588	6.00341	6.42518	6.13745	4.40177
CD9|928	6.62274	8.34735	6.31536	6.88959	7.54592	7.58172	9.33748	7.77408	9.02348	8.55844	8.51628	7.70844
GHITM|27069	9.12446	8.9091	9.28989	8.98519	8.8413	9.33741	8.09247	7.70708	7.99184	8.18817	8.41894	8.58529
CAPN1|823	8.57942	9.33565	8.60623	8.05102	7.54961	8.11731	8.25935	8.53036	8.70209	8.45796	8.37491	7.67497
STEAP3|55240	6.81892	8.89398	6.32077	9.33539	9.14676	8.84448	6.90274	5.49334	6.75346	7.56719	7.16556	6.28058
DAG1|1605	8.09529	9.33486	7.95507	8.5035	8.04943	8.39593	8.75837	8.06223	8.43239	8.31464	8.1909	8.02935
KLKB1|3818	7.75061	7.84463	9.33424	9.1666	8.50755	9.09257	1.74916	1.71669	1.26721	2.45437	1.26721	0.310699
MFN2|9927	8.79573	9.33397	8.78646	8.38	8.07558	8.53523	8.20444	7.67476	7.81255	7.94979	8.10017	8.2017
AP2M1|1173	8.91126	9.33388	8.74321	8.58204	8.16023	8.43642	8.90529	9.11661	9.06672	8.6209	8.77287	8.77979
ELOVL5|60481	7.82285	8.76686	7.37713	8.61794	8.13944	8.17442	9.19952	8.81311	8.75988	9.33332	8.9884	9.44422
COX7C|1350	9.21074	9.05754	9.33158	8.5591	8.60995	9.01809	7.8835	8.35005	8.19181	8.14849	8.13891	7.73729
RASD1|51655	7.70976	6.45362	6.1506	6.72863	7.88231	9.33088	2.6717	4.61579	6.01257	7.8855	7.90477	8.16992
CYP51A1|1595	8.69467	8.94755	8.75353	8.79012	9.32883	9.29321	7.45297	7.47195	7.84126	7.43972	7.05016	6.45988
LRP5|4041	8.32579	9.32848	8.82232	8.39976	8.39299	8.29305	7.59884	5.87349	7.26488	7.77394	8.01404	8.34383
NBL1|4681	6.27901	5.70844	5.48546	5.08277	5.47387	5.62762	7.10156	8.35014	9.32831	8.33007	8.62767	8.13204
EMP1|2012	6.06146	6.55536	6.24222	6.95464	7.62462	7.29166	7.55832	7.75211	7.79839	8.74997	9.32815	10.0617
PARP1|142	8.53228	9.32679	8.75084	7.90839	7.85283	7.88721	8.60072	8.10994	8.51946	8.0893	8.049	7.83276
CNDP2|55748	9.20844	9.32519	8.73053	8.93287	8.47866	9.22926	8.09247	8.0294	8.42969	8.47068	8.08881	7.75817
NDUFV2|4729	9.32367	8.68101	8.52019	8.55468	8.48921	8.83826	7.49981	7.91136	7.3955	7.40538	7.43279	7.48781
HEXB|3074	8.25531	9.32209	8.42536	8.10047	7.84228	8.30869	7.76655	7.39702	7.6673	7.9878	8.0229	7.83053
FETUB|26998	5.70711	9.32161	7.51698	8.644	8.00603	8.61668	0	0	0.203355	1.01848	0	0
ZBTB7B|51043	8.61903	8.29004	8.1778	7.22621	6.60935	7.01392	9.32157	7.96191	8.20173	7.46112	7.61568	7.31015
CILP|8483	3.2512	3.79635	2.77788	5.15329	4.70383	4.35927	7.22682	8.05879	9.32138	6.37129	8.22704	9.00292
GHR|2690	5.6204	7.25205	8.40133	9.32072	8.26899	8.73392	3.79635	6.16365	4.92581	6.24164	7.63368	8.86199
BRD2|6046	8.77987	9.32009	8.53267	8.19671	8.53562	8.37194	8.80431	8.67118	8.62743	8.56154	8.26936	8.31794
BTG1|694	9.31902	8.35232	8.92132	8.80822	8.95183	9.05193	7.13451	7.76489	7.89525	8.51288	8.61548	8.51423
DDR1|780	7.92045	7.05272	5.17048	6.34564	5.92426	6.34388	9.31883	8.39243	8.99196	8.96947	8.25919	6.79008
RPS29|6235	9.17035	9.31686	8.11522	8.57433	8.58148	8.75526	7.73052	9.22983	8.36274	9.00883	8.92311	8.66559
LONP2|83752	7.47534	9.31632	7.97797	8.97094	8.21203	8.2169	7.9108	6.98544	7.86711	7.59408	7.67241	7.68321
STAU1|6780	8.64083	9.31596	8.89659	8.91811	8.67146	8.97626	7.92585	8.06423	7.85947	7.8205	7.90045	7.98648
PLD3|23646	8.80267	9.31596	8.94546	8.29029	7.998	8.57263	8.42737	8.46147	8.30018	8.63093	8.81602	8.48206
EVL|51466	8.02584	7.09589	7.10414	7.29302	6.64379	7.55066	7.42357	9.31575	8.88562	8.36483	8.02283	6.86562
GLYCTK|132158	7.1309	9.31425	8.8817	8.73247	8.55699	8.73327	4.37539	4.51514	4.68457	4.42968	4.91367	4.85097
ADIPOR2|79602	7.6212	8.57754	8.37471	9.09594	8.34901	8.92439	8.60899	9.31419	7.27382	7.78046	8.13978	8.80477
PSMD3|5709	8.6788	8.93049	8.23669	7.97143	7.73368	8.1197	8.04199	9.20535	9.31387	7.74592	7.75165	7.66856
GAA|2548	8.86432	9.3129	8.4362	8.5035	8.03008	8.52019	7.0479	8.15287	8.56678	8.43988	8.09249	7.27867
SEPT2|4735	8.52754	8.85908	8.27359	8.07558	8.09377	8.34735	8.6849	8.63815	9.09116	9.31201	9.20718	9.68327
CD46|4179	8.75448	8.87501	9.3119	8.40827	8.28853	8.41936	8.83893	8.18144	8.6992	8.70811	8.66437	8.70307
PPIA|5478	9.00553	9.31136	8.56541	8.32676	8.13535	8.83884	8.33128	8.75221	8.57674	8.55502	8.37759	8.13845
PHB|5245	8.54714	9.30991	8.44634	8.30894	8.05928	8.59007	7.76956	7.65133	8.87121	7.90044	7.96181	7.77392
SPP2|6694	3.62445	9.3081	6.50578	9.05193	8.34688	8.3957	0	0	0	0	0	0
F7|2155	6.90575	8.42902	9.10053	9.30738	8.58691	9.12118	2.34829	2.89466	5.38357	4.77745	3.61621	1.07196
SLC43A3|29015	6.66185	9.30699	8.50863	7.72506	8.40235	7.97996	6.64092	5.94008	6.54308	7.51374	7.52896	7.438
COL17A1|1308	2.62798	2.53443	0.368462	0.310699	1.29233	1.58093	4.69604	2.36392	7.48626	9.30649	8.08278	4.81399
GALNT2|2590	7.8808	8.92452	9.30647	8.52774	8.42288	8.46189	8.4479	7.43465	7.93809	7.59759	7.77783	7.7105
TACC1|6867	7.49499	9.3062	6.86797	7.2233	7.77191	7.40914	6.08307	7.63394	7.59705	7.94945	8.52102	9.58764
INTS1|26173	8.45702	9.3061	8.34546	7.31655	6.71296	7.24351	8.17236	7.91733	7.87217	7.55347	7.81145	7.37985
SHISA5|51246	9.30601	9.2269	7.85748	8.40961	7.99092	8.76733	8.08962	8.77391	8.6865	8.323	8.25294	7.74811
ITGB5|3693	9.0373	9.30592	8.01169	7.90765	7.66528	8.06306	8.30648	8.04784	9.08513	8.50359	9.00881	9.41883
PARK7|11315	9.30556	9.15978	8.73004	8.53974	8.51258	8.8282	8.35434	8.47158	8.46203	8.47141	8.51538	8.30983
SDF4|51150	8.96214	9.30501	9.26435	8.66544	8.16877	9.08182	8.32093	7.99729	8.26022	8.12687	8.22341	7.93969
DLG5|9231	7.42833	7.37713	5.56452	5.95584	4.76217	5.27811	9.18187	8.25596	8.27856	9.30499	7.37533	7.01437
HMOX1|3162	7.9179	8.79285	5.87774	8.48632	9.30474	9.00847	5.92864	6.93556	6.27163	6.52216	6.96474	6.74976
SLC3A2|6520	9.30465	8.63888	6.87523	7.84971	7.95788	8.04655	8.44539	8.03676	8.43167	7.99756	8.09088	7.51813
CXCL12|6387	6.37843	7.37023	7.34213	8.91731	8.91072	8.47345	6.39523	7.50741	8.19957	9.06801	9.30378	9.27934
SC5DL|6309	7.50439	8.46168	7.23562	9.30128	8.96085	8.73729	6.55202	6.72971	7.12265	7.51062	7.41709	7.20807
PARP10|84875	9.30128	8.6844	7.31389	7.6044	6.91274	7.67415	7.95952	7.98378	7.38169	7.16231	7.12432	6.40585
C8G|733	9.29936	8.83899	8.79012	8.81626	8.09438	8.92372	1.57304	1.62739	1.46542	1.50983	0.592568	0
TFIP11|24144	9.2989	8.22095	7.30625	6.84266	6.90061	6.86466	6.83417	6.25397	6.72302	6.95883	7.04915	6.61121
TMEM132A|54972	4.96924	5.50126	4.30456	4.40328	3.7184	4.25598	8.55	9.29547	7.68106	6.81889	6.20043	4.01647
VPS28|51160	9.2933	8.35585	8.01764	7.96067	7.42178	7.89395	7.40026	8.70885	7.79703	7.60061	7.49427	6.90621
IVD|3712	8.13476	9.2933	8.92638	9.20984	9.03563	9.17014	8.25587	7.5455	7.81689	7.82546	7.72725	7.24763
PTPLAD1|51495	9.29312	9.22661	8.92983	8.77246	8.34522	8.54461	8.71527	8.26019	8.5909	8.36638	8.0873	7.37443
ARFGAP1|55738	8.0077	8.15335	7.51534	7.02731	6.79122	7.38088	8.25614	9.29205	7.61291	7.18036	7.08541	6.53655
ATP5O|539	7.8598	8.54403	9.29201	8.2074	8.03883	8.5635	7.68578	7.60367	7.76699	8.14075	8.15589	8.15658
SRPR|6734	8.58616	9.29137	8.97967	9.18328	8.90354	9.2616	8.05881	8.48628	8.16428	8.26565	8.3927	8.19061
SCARB2|950	8.77709	9.16566	9.29109	9.15536	8.85066	9.04606	8.8056	7.98564	8.8812	8.74311	8.9196	9.09297
PLAT|5327	5.26269	6.34564	5.72031	5.59471	5.8693	5.57215	7.21802	8.36451	8.89899	9.29074	8.23883	7.13859
DNAJC5|80331	8.0507	8.29754	7.76896	6.18621	6.45834	6.90073	8.44279	9.29021	7.32362	7.64578	7.75213	7.52557
SULT1A1|6817	7.8501	9.23533	9.29017	8.6573	8.38229	9.09583	6.90999	7.01601	6.0425	6.6763	6.50238	6.38374
DHCR7|1717	8.92052	9.16743	8.77478	9.29008	9.00553	9.04841	7.95409	6.85096	7.40107	6.89984	7.37838	6.32987
THSD4|79875	4.18733	6.23637	7.32119	6.57925	6.17587	6.11368	9.2899	7.60412	7.73946	8.01408	7.06826	5.0901
SDCBP|6386	9.28786	8.93208	7.83162	8.23031	8.25764	8.49801	7.62206	7.52321	7.70967	7.97696	8.57683	8.87689
SMG5|23381	9.28767	9.04299	8.62461	6.61473	6.46614	6.81564	8.49685	8.19404	8.01151	7.5667	7.6344	7.61128
PSD3|23362	5.743	6.7511	8.00336	6.98657	6.57786	7.2349	9.28767	6.11678	6.55904	6.31547	6.55083	6.09806
HUWE1|10075	8.16764	9.17771	8.55333	8.15133	7.75534	7.94449	9.28646	8.38748	8.65916	8.481	8.54866	9.0232
ACTN1|87	8.28526	9.05005	8.38572	7.78863	8.26127	8.30127	8.60338	8.642	9.18899	9.28498	8.94596	8.62766
NBR1|4077	8.66699	9.28489	8.95416	8.47928	8.49923	8.70434	8.50637	7.36481	7.54833	8.3396	8.21479	8.47772
HFE2|148738	9.13852	7.7907	9.28471	8.89549	8.57923	8.93906	0	0	0.203355	0.500385	0.592568	0.878545
TACSTD2|4070	3.79639	5.40268	2.9823	6.25958	5.97635	6.59578	8.48346	8.26113	8.99382	9.28469	8.98798	6.25743
ZYX|7791	8.49085	9.28331	8.21852	7.93737	7.41578	8.50025	8.16287	8.60516	8.64688	8.7729	8.70615	7.76034
HLA-DPB1|3115	9.28285	8.62317	6.98934	7.43838	7.56476	8.14002	7.1817	8.44854	8.13779	8.57983	8.33654	8.41273
C10orf116|10974	4.93072	6.01065	5.34673	7.01022	6.30069	7.17132	6.97825	6.80415	7.16605	8.07337	9.28283	9.71106
TNFSF10|8743	8.32724	9.28247	7.72754	7.51752	7.79317	7.40489	8.21372	7.24804	7.75979	7.92082	8.23185	7.95285
CDC42|998	9.00749	9.2822	8.48735	8.46674	8.30078	8.72697	8.73425	8.79267	8.89786	8.62102	8.72643	8.74472
GLTSCR2|29997	8.92199	9.16649	8.42178	8.60904	8.44634	8.8853	8.26434	8.46987	9.06092	9.28179	9.14117	8.35885
KRTCAP2|200185	9.28164	8.22067	8.12976	7.62998	7.50824	8.06495	7.05862	8.12964	7.91659	7.55264	7.67328	7.21783
PSMB10|5699	9.28099	8.24512	6.99026	7.04839	6.65801	7.38212	6.22229	7.57058	6.78903	6.77672	6.92967	6.04278
ADH5|128	8.80102	9.28024	9.17087	8.7405	8.58523	9.0305	6.95537	7.33628	7.58388	8.13425	8.13207	8.62629
PSMD2|5708	8.77802	9.27996	8.41582	7.96589	7.54539	8.06715	8.57105	8.48027	8.23684	8.17521	8.32065	8.49182
CYB561|1534	8.32724	6.90174	8.53267	6.68085	6.00389	6.6995	8.56319	9.27791	9.00982	7.83442	7.84868	6.82718
HULC|728655	4.74393	9.27781	7.63289	8.30573	6.83626	8.92678	0.48025	0	0.500385	0.368462	0	0.86164
RAB11FIP1|80223	7.49165	8.92612	7.28001	6.76504	6.43615	6.85751	9.27754	9.07648	8.04152	7.99874	7.42048	7.0713
CLDN15|24146	5.41165	7.79688	9.27753	5.77455	5.03695	5.97889	4.99745	5.02654	5.14676	5.30646	5.82527	5.04521
SIPA1L2|57568	9.27744	7.21964	6.33328	7.06048	5.87774	6.15273	6.05759	5.49706	6.93808	6.78895	6.27961	6.53949
PRKACA|5566	8.76889	8.03204	9.2766	8.32409	8.32239	8.40649	8.14012	8.32245	7.93305	7.85211	8.04696	8.16472
PSMB9|5698	9.27622	7.81561	5.64545	5.98645	5.84932	6.90174	4.84047	6.50469	5.9606	6.14163	6.40902	5.99827
MTSS1L|92154	7.21964	9.27566	8.72193	7.41638	8.20876	8.08795	7.70987	7.85567	6.98512	7.07948	6.77304	6.36552
TGFBI|7045	7.42357	9.27519	8.73182	8.5614	7.94626	8.76202	7.40906	7.78809	7.60615	7.98142	8.08522	8.22269
RPS10|6204	9.13486	9.27519	7.96311	8.29754	8.28602	8.69333	8.31082	8.50223	8.62647	8.46981	8.94747	8.28984
RAC1|5879	9.275	9.03658	8.3673	8.70897	8.3724	8.76358	8.5033	8.68262	8.49396	8.75639	8.73487	8.70155
GSTM2|2946	4.42276	5.22036	8.07652	9.27463	8.52397	5.04986	7.29789	5.11746	7.74234	7.6071	8.16063	7.8563
PHGDH|26227	6.10479	9.27397	4.94776	8.50249	8.55872	8.51399	6.60984	4.65357	6.54487	7.43504	7.02806	8.14556
MLPH|79083	8.5936	5.39363	6.84801	7.1333	6.25958	6.82655	8.71079	8.53661	9.27391	8.67097	8.03618	5.82174
CAST|831	8.23834	9.27308	7.94093	8.44891	8.36349	8.4136	8.82621	7.7657	8.32024	8.46517	8.51621	9.04727
SPATS2L|26010	9.09717	9.27303	8.30449	8.35255	8.03366	8.21717	6.60751	7.22256	7.89509	7.44251	7.13607	7.5904
JTB|10899	9.27285	8.76811	8.80612	8.11851	8.23058	8.55757	8.40032	8.11483	8.26375	7.73806	7.82777	7.37475
HM13|81502	9.27261	9.19865	8.8587	8.32108	7.97074	8.458	8.79347	8.49016	8.27306	7.99191	8.10603	7.58039
AGPAT3|56894	7.85205	9.27106	9.05041	8.27359	7.72974	8.2579	8.51938	7.58034	7.73585	7.55845	8.15351	7.98578
CCNG1|900	8.51138	9.27078	8.60703	7.99294	7.73543	7.85903	7.42891	7.05118	7.41711	7.74784	7.88217	7.83114
UQCRC2|7385	8.30053	9.2704	9.22108	8.57904	8.3395	8.75605	7.79031	7.11802	7.951	8.23648	8.33384	8.59899
BAT1|7919	8.88276	9.27022	8.5485	8.2247	7.89618	8.29105	8.69853	8.81338	8.87003	8.80307	8.52057	8.17149
MBL2|4153	6.30079	7.62511	5.59471	9.25541	8.8764	9.27002	0.115525	0.203355	0	0	0	0
SLC39A7|7922	9.10687	9.26927	8.90626	8.26848	7.81561	8.14555	8.16484	8.13523	8.46054	8.28993	8.27071	7.83739
C17orf28|283987	7.98242	5.92158	5.96615	5.7301	5.2575	5.64897	8.39815	8.80647	9.2692	7.41441	7.31335	6.12737
QARS|5859	8.22202	9.26908	8.3114	7.75448	7.46965	8.08425	8.32144	8.3702	8.17016	8.36231	8.39721	8.1168
HAGH|3029	8.20111	8.88086	8.52556	8.66665	8.27027	9.26719	6.9931	7.03534	6.59418	6.33029	6.58621	6.57988
CYP4V2|285440	8.18172	7.28345	9.26672	8.54636	8.42288	8.34783	6.60144	5.73121	5.85018	6.77019	6.192	6.22772
S100A16|140576	9.26653	8.58336	6.76734	8.15794	7.73674	8.84865	7.99524	7.24804	9.06796	7.91062	7.88103	7.50365
TMED5|50999	8.30003	9.26464	7.32249	8.2388	7.93416	8.43316	7.29083	6.49103	6.64754	7.07439	7.28125	7.51425
PRDX5|25824	9.26435	9.20553	8.88322	8.36241	8.32069	8.68355	7.47725	8.39222	8.29905	8.08579	8.12864	7.42547
ZFP36L2|678	8.66579	8.54364	7.88269	9.02353	8.59082	8.79876	7.8529	7.7152	8.27298	9.26327	9.10694	9.44398
CTSL1|1514	8.73117	9.0652	8.1806	8.78981	8.75857	9.26322	7.35766	7.86616	6.91781	7.7876	7.7964	7.96265
LPGAT1|9926	8.94128	9.25904	9.22592	8.04783	8.41272	7.89804	8.30954	7.54837	7.70874	7.29962	7.73007	8.4848
ORMDL3|94103	8.98269	9.08749	8.6019	9.09672	8.71997	9.10387	7.54838	9.2578	8.84	7.8701	8.26502	8.62519
MATR3|9782	8.7389	9.25733	8.66268	8.1409	8.18004	8.22951	9.0523	8.65001	8.74519	8.90419	8.63503	8.61914
MAZ|4150	8.97981	9.25719	8.69251	7.54014	7.54115	8.04181	9.06255	8.90289	8.90796	7.97869	7.91168	7.43966
CIRBP|1153	8.98944	8.25453	8.92771	8.43663	7.67601	8.25062	8.96258	8.85588	9.25581	9.15426	8.96872	8.45988
TFG|10342	8.62011	9.25493	8.40894	8.11552	7.79688	8.11552	7.50095	7.77408	7.80499	7.63908	7.49761	7.44112
TPM2|7169	7.37086	7.18841	6.31355	5.36598	5.28827	5.67675	7.06865	8.33602	8.45095	9.25486	8.50804	7.67165
SAPS2|9701	8.704	8.72144	9.25445	7.89395	7.53956	8.05038	7.13038	7.27289	7.42158	7.29208	7.16875	6.69585
ARF4|378	8.8465	9.25359	8.07059	8.49617	8.28627	8.83971	8.03263	8.7972	8.57455	8.21679	8.42051	8.1982
AKR1D1|6718	6.75577	7.91972	9.25263	9.22808	8.64259	8.62641	0	0.592568	3.22284	1.7248	5.32597	0
RCN1|5954	9.25235	8.37217	8.54597	8.20713	7.83082	7.94697	7.58107	7.96349	8.09126	8.26393	7.81206	7.75664
CPLX2|10814	4.66314	9.25177	3.04044	0.115525	0.174504	0.878411	7.9536	0	0.48316	0.310699	0.368462	1.00558
HMGCL|3155	8.74815	9.14527	8.52774	9.19786	9.11713	9.25158	6.20713	6.69555	6.75828	6.88857	7.01734	6.90825
AIFM1|9131	8.80297	8.67334	9.25119	8.25349	7.88345	8.52417	7.51288	6.97871	6.77259	6.82856	6.92228	6.93783
PFKL|5211	8.07309	9.25052	8.87696	8.4855	7.80344	8.67112	8.4524	7.821	8.15172	7.98726	8.21092	7.85611
MCM7|4176	8.37423	9.25051	6.9869	6.67203	6.25753	6.59018	7.75526	7.96915	7.7034	7.51636	7.21589	7.11753
FAM129B|64855	6.42325	8.03041	6.8533	7.05099	6.8533	7.26193	8.30819	9.24999	8.77342	8.34149	8.10926	7.22823
RANGAP1|5905	9.1022	9.24802	8.43229	7.79111	7.87702	8.36311	8.20754	7.87825	8.22561	7.69897	7.67293	6.92139
FMO5|2330	9.13119	9.06682	8.8339	9.24744	9.22838	8.92039	4.47638	3.5352	6.12996	6.07819	6.42804	4.30438
SUMF2|25870	9.05847	9.24522	9.0153	8.23907	7.95718	8.35585	8.03185	7.62778	8.05789	8.18295	8.28864	7.90743
DAP|1611	8.50956	9.2431	8.53621	8.65626	8.29355	8.67914	7.93712	7.67476	8.26853	8.12433	8.01689	7.58265
PECI|10455	7.57506	9.07257	9.24184	8.88295	8.61141	8.96674	6.48855	6.64375	7.10139	7.54846	7.58862	7.23962
TCN1|6947	0	2.49808	0	0	0	0.908217	3.792	9.24124	6.72506	6.26485	7.7181	0.890668
CALM1|801	9.14921	9.22059	8.01961	8.92319	9.23191	9.02606	8.58158	8.86283	8.62602	8.62701	9.24109	9.8713
MGAT1|4245	9.11493	9.24097	8.94924	8.63622	8.3848	8.60959	7.92734	8.00911	8.07143	8.09105	8.59223	8.47177
RTN3|10313	8.67522	9.24087	8.30672	8.15536	7.97143	8.34901	8.47018	8.11239	8.16452	8.33671	9.03514	9.38414
STAT3|6774	8.90815	8.77971	8.07683	9.24048	9.10287	9.01918	8.96997	8.07782	8.36871	8.95728	8.68799	8.72125
SLC27A3|11000	9.2399	8.20822	6.96885	7.63772	7.47136	7.54168	6.32121	6.86997	6.42294	6.77491	6.92414	6.63018
CNOT1|23019	8.07702	9.23847	8.45915	7.60235	7.52198	7.53604	8.5741	7.91908	7.66891	7.95526	7.93554	8.46901
CYP4F2|8529	6.57925	8.42989	4.40797	9.23834	8.66354	8.06054	0	0.592568	1.13141	0.310699	0	0
OBSCN|84033	4.53957	4.55157	9.23679	3.69154	2.76085	4.11204	6.07886	6.08012	5.13394	6.92245	6.22877	4.41168
MT1H|4496	3.11068	3.67385	0.592568	6.10925	9.11019	9.23601	0	0.733861	0.685282	0.48025	0.368462	0
HNRNPL|3191	9.23551	9.0841	8.50269	8.46989	8.31385	8.62945	8.48901	8.81324	8.81322	8.41922	8.40262	8.12105
RAB7A|7879	8.88211	9.23513	8.37471	8.83332	8.67556	8.96725	8.67876	8.56102	8.54207	8.58347	8.69052	8.94806
EXT1|2131	9.23455	8.21986	8.10501	8.34901	8.2769	7.96797	6.47961	6.8257	6.77543	7.11054	7.09013	7.35411
CLSTN1|22883	8.04911	7.48156	7.08757	6.77537	6.71052	6.91968	9.23276	8.39837	8.60835	8.80816	8.61273	7.76791
EPHA2|1969	5.7869	7.43956	6.03309	8.03204	7.67833	9.23269	4.63569	4.94143	6.00952	6.31547	6.49616	5.64931
VKORC1|79001	7.56786	9.23207	7.45819	9.22643	8.26976	8.53169	7.33521	7.78357	7.43435	7.30315	7.52547	7.27621
TTC3|7267	7.65207	8.46926	8.76045	7.81521	7.43662	7.5606	9.23137	8.52462	8.69353	8.64466	8.54354	9.40124
MASP2|10747	5.14166	9.23102	9.13162	9.06416	8.72111	9.19126	3.68809	3.25136	3.11501	2.98334	2.85245	3.66016
SEC11C|90701	9.1806	8.60995	9.23063	7.86749	7.2428	7.62266	7.31546	6.52617	6.51099	6.91917	6.74644	5.56522
LIPC|3990	5.38907	8.56636	8.34925	9.22916	8.43815	8.63284	0.993783	0.592568	2.13079	2.26419	2.3905	2.44213
HTRA1|5654	9.09628	8.46611	7.82724	7.95402	7.93773	8.73069	7.7445	8.47499	9.10062	8.78166	9.22901	9.57779
SORL1|6653	6.40192	9.22828	7.34472	8.65521	8.21474	8.50633	8.43952	6.91056	7.83473	7.82394	7.47355	7.05649
PPA1|5464	9.22798	8.25375	8.15507	8.01632	7.90323	8.4349	7.53337	8.25266	7.6176	8.12103	8.21947	8.24447
