Id	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
class	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
ACVR2B|93	275	480	346	278	866	162	367.751	317.3164	322.7141	295.5556	230.1834	314.1548
ACVRL1|94	352	529	418	99	132	182	342.9355	618.3137	534.547	940.9524	1567.654	1251.0183
ACY1|95	4456	9889	3902.63	13086	6772	12201.5	729.2981	643.699	751.7584	846.3492	948.1899	558.6914
ACY3|91703	186	1076	141	863	636	858	1.034	1.8132	4.1374	25.7143	19.9342	0
ACYP1|97	187	120	32	13	16	36	128.2131	75.2493	112.5362	88.5714	50.7757	26.9857
ACYP2|98	325	181	304	396	316	456	132.6936	170.4442	95.1593	166.3492	220.0282	266.2933
ADAD1|132612	0	1	0	0	0	0	0	0	0	0	0	0
ADAD2|161931	0	0	1	3	0	2	1.7233	3.6265	0.4137	3.473	2.2567	0
ADAL|161823	131	738	512	139	143	206	147.8586	84.3155	134.4642	217.7778	216.267	225.0509
ADAM10|102	1033	3261	1661	974	802	923	1439.9846	599.2747	1440.2151	1403.8095	1036.9535	1099.7963
ADAM11|4185	3	6	99	1	2	5	21.7135	42.6111	8.6885	19.3651	7.5223	6.11
ADAM12|8038	51	137	27	40	39	45	1018.1222	2120.5802	4414.1498	930.1587	914.3394	2175.6619
ADAM15|8751	6490.09	6974.09	738.02	784	558	1225.18	6512.3181	4953.563	4029.971	2717.8444	4621.1678	2304.4807
ADAM17|6868	286	665	346	234	232	243	401.8722	595.6482	641.2909	700	561.5421	578.9206
ADAM18|8749	0	1	0	0	0	0	0.3447	0	0	0	0	0
ADAM19|8728	572	1105	283	304	253	544	486.6583	835.9021	585.0228	99.0476	227.5505	118.6354
ADAM20|8748	5	2	0	0	1	0	1.034	2.7199	1.6549	1.9048	2.2567	0
ADAM21P1|145241	0	0	1	0	0	0	0.3447	0	0.8275	0.6349	2.6328	1.5275
ADAM21|8747	1	1	0	5	1	1	0.6893	1.8132	2.8962	11.1111	4.1373	5.6008
ADAM22|53616	4	2	29	2	0	2	37.5678	12.6927	21.5143	30.1587	31.2177	380.8554
ADAM23|8745	6	64	0	1	2	2	2.7573	17.2257	55.8544	28.8889	59.8025	45.8248
ADAM28|10863	104	38	4	4	6	7	57.558	85.2221	87.2983	246.0317	85.7546	21.3849
ADAM29|11086	0	0	0	1	0	0	0.3447	1.8132	223.4175	2.5397	0.3761	0
ADAM2|2515	0	0	0	0	0	0	0	0	0	0	4.5134	0
ADAM30|11085	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32|203102	9	0	0	0	0	1	50.3202	11.786	2.8962	14.9206	41.3728	13.2383
ADAM33|80332	8	31	10	5	1	15	19.3009	26.2919	244.1043	828.7016	690.174	540.8401
ADAM3A|1587	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5P|255926	0	0	0	0	0	0	0.3447	0	0	0	0	0
ADAM6|8755	65518.09	2440.01	991.12	3195.97	15133.9	14410.26	8664.6366	26008.5313	21160.1324	73280.473	73793.0606	1735.6008
ADAM7|8756	0	1	0	0	0	0	0	0	0	0	0	0
ADAM8|101	630	223	85	108	91	142	576.2696	574.796	206.868	117.4603	225.67	92.1589
ADAM9|8754	1557	3934	634	333	491	429	963.3214	2910.2448	1511.3777	1595.2381	1838.834	2218.9409
ADAMDEC1|27299	650	17	1	5	1	3	58.592	99.728	87.2983	11.4286	48.519	3.055
ADAMTS10|81794	28	949	467	71	35	115	483.901	197.6428	227.5548	128.5714	419.7461	382.8921
ADAMTS12|81792	1	20	11	9	8	6	287.7901	274.7053	352.5031	47.9365	139.1631	658.3503
ADAMTS13|11093	182	111	146	1422	1293	672	224.3729	87.942	124.5345	129.5238	47.3907	28.5132
ADAMTS14|140766	31	41	4	19	4	23	75.4803	381.6863	345.8833	39.0476	5.2656	5.6008
ADAMTS15|170689	0	4	5	35	9	6	58.2473	58.9302	478.6926	382.8571	429.9013	574.8473
ADAMTS16|170690	29	8	3	1	0	0	92.3686	150.4986	461.3157	98.0952	113.2111	76.3747
ADAMTS17|170691	9	281	1478	218	88	281	14.4757	48.0508	363.674	89.8413	47.3907	26.4766
ADAMTS18|170692	4	8	9	0	3	1	0.3447	26.2919	51.717	24.127	68.4532	125.7637
ADAMTS19|171019	0	0	0	0	0	1	119.5966	0	4.9648	2.5397	4.8895	2.0367
ADAMTS1|9510	613	360	577	2224	2857	1600	234.0233	432.4569	838.2292	3596.8254	4268.9234	7170.5703
ADAMTS20|80070	1	23	0	0	0	0	2.068	0.9066	6.206	0.3175	0	0
ADAMTS2|9509	35	229	12	269	147	248	283.9989	910.2448	997.1038	567.3016	847.7668	1378.8187
ADAMTS3|9508	234	8	1	2	6	3	13.7864	11.786	27.7203	102.2222	65.0682	160.8961
ADAMTS4|9507	389	147	379	1096	1065	2281	391.5324	1033.5449	675.2172	235.873	254.2548	408.8595
ADAMTS5|11096	126	96	77	38	114	137	33.7766	167.7244	300.3724	1400.9524	1906.1589	2656.8228
ADAMTS6|11174	40	15	6	12	4	11	42.393	164.0979	91.8494	35.5556	24.8237	53.9715
ADAMTS7|11173	81	141	120	31	23	44	145.7907	446.9628	286.7191	69.5238	217.3954	174.6436
ADAMTS8|11095	4	9	6	13	1	2	8.9611	5.4397	33.9264	492.381	47.7668	11.7108
ADAMTS9|56999	295	352	144	251	228	231	99.9511	330.9157	240.7944	752.381	547.6258	705.1935
ADAMTSL1|92949	44	124	36	67	74	34	38.9464	115.1405	97.6417	154.9206	175.6465	234.2159
ADAMTSL2|9719	126	480	254	1486	1022	1053	353.2753	300.9973	626.3964	68.5714	72.5905	58.0448
ADAMTSL3|57188	117	701	1329	687	562	294	36.5338	25.3853	87.712	72.0635	148.5661	386.4562
ADAMTSL4|54507	178	1914	807	1906	398	1158	52.0435	126.0199	163.8395	543.4921	1169.7226	1520.8758
ADAMTSL5|339366	302	480	8	64	33	76	8.9611	78.8758	124.5345	102.2222	59.4264	17.8208
ADAP1|11033	553.81	109.99	102.42	89.23	69.27	239.76	759.4729	822.8377	102.6851	210.6317	199.2929	112.0978
ADAP2|55803	380	435	142	127	211	289	130.281	265.6392	215.5565	337.1429	428.0207	437.3727
ADARB1|104	223	313	687	225	257	282	586.954	298.2774	785.6847	783.4921	871.8383	839.613
ADARB2|105	0	1	6	2	1	1	0	4.5331	0.8275	7.3016	10.5313	2.5458
ADAR|103	16963	16587	7899	5292	3684	5068	15573.0642	7455.1224	8476.2102	6880.9524	5575.9285	4862.5255
ADAT1|23536	117	424	127	140	92	51	452.1924	211.2421	155.151	289.5238	204.9835	367.1079
ADAT2|134637	248	397	48	45	40	75	74.1016	165.0045	110.4675	144.4444	113.9633	89.613
ADAT3|113179	183	46	45	39	60	190	57.9027	107.8876	95.1593	51.746	49.2713	11.7108
ADA|100	245	482	109	48	91	111	110.6355	270.1723	113.3637	95.2381	142.5482	204.1752
ADCK1|57143	307	664	280	130	59	220	150.2712	239.3472	156.3922	180	278.3263	192.9735
ADCK2|90956	970	1621	1190	582	413	468	1483.4116	918.4044	685.1469	889.5238	968.1241	487.2709
ADCK4|79934	1119	1673	661	483	659	756	987.1029	848.5947	592.8837	599.0476	569.0644	394.0937
ADCK5|203054	786	512	126	220	68	225	245.3971	711.6954	242.4493	135.5556	107.1932	53.4623
ADCY10|55811	150	512	101	86	36	42	2.4126	4.5331	3.7236	6.9841	12.0357	2.0367
ADCY1|107	12	92	394	985	346	350	26306.0846	763.3726	552.7513	700.6349	522.8021	126.2729
ADCY2|108	2	3	0	3	0	0	0.3447	3.6265	61.2329	71.1111	159.4734	74.3381
ADCY3|109	295.93	463.22	338.44	157.15	79.19	100	1708.6909	1090.136	840.3641	1594.0508	1401.0832	1461.5224
ADCY4|196883	187	179	112	85	20	64	116.15	168.631	266.0323	372.381	646.1683	618.1263
ADCY5|111	9	85	103	74	21	39	10.3398	113.3273	146.4626	389.8413	697.3202	750
ADCY6|112	2440	1902	2271	213	163	271	3802.2761	1905.7117	1816.7149	1745.3968	2753.1735	5815.1731
ADCY7|113	595	479	174	99	102	178	326.3919	429.7371	577.5755	376.1905	551.3869	1223.5234
ADCY8|114	0	4	0	1	2	6	0	0.9066	0	2.5397	3.0089	0.5092
ADCY9|115	710	5872	2382	1030	802	769	466.668	421.5775	554.82	946.6667	745.087	622.7088
ADCYAP1R1|117	0	0	9	0	0	0	0	0	13.6533	2.5397	5.6417	102.3422
ADCYAP1|116	0	1	1	11	19	13	39.6358	2.7199	3.7236	79.3651	1.5045	5.6008
ADC|113451	52	69	106	10	9	33	413.9352	451.4959	349.1932	158.7302	132.393	42.2607
ADD1|118	4808	6547	5995	3620	3003	3651	4005.9695	3460.5621	5790.2358	5718.0952	7323.7424	10002.0367
ADD2|119	17	7	1	0	4	10	7.9272	17.2257	19.4456	47.3016	50.0235	47.3523
ADD3|120	820	347	281	742	708	817	472.5272	848.5947	1861.8122	2137.1429	2528.6319	3647.6578
ADH1A|124	9542.95	33974.89	59965.9	48099.96	22043.94	73535.82	1.7233	14.5059	1.2412	37.4603	139.5393	577.3269
ADH1B|125	3499	43071	77553	153452	146604	156964	207.14	1097.0082	153.0823	3812.6984	15351.9511	63057.0265
ADH1C|126	454	40085	24746	36096	28677	65653	0.6893	12.6927	26.8928	151.4286	450.9638	1068.2281
ADH4|127	114	13854	12984	106164	67976	145685	0	9.0662	2.0687	114.6032	90.268	5.6008
ADH5|128	6640	10723	9612	6250	5351	8353	1047.7628	1533.9982	1965.2462	3408.254	3400.8463	5575.3564
ADH6|130	1363	9976	8136	20845	13448	15583	0	0	0	1.5873	0	5.6008
ADH7|131	1	41	2	10	4	10	0	0	0	34.9206	53.7847	48.3707
ADHFE1|137872	368	893	752	1850	1060	1457	13.4417	73.4361	92.2631	180.6349	209.8731	574.3381
ADI1|55256	6863	11969	24339	25176	23076	29588	554.556	782.4116	1082.3335	1556.1905	2754.3018	2865.0713
ADIG|149685	0	12	0	0	0	0	0	0	0	0	0	0.5092
ADIPOQ|9370	0	0	0	0	0	0	35.8445	1813.2366	33.9264	1317.1429	23352.3272	121017.3116
ADIPOR1|51094	4426	6705	5731	3508	2646	3962	3187.0601	3141.4325	3011.9983	2387.619	2392.4777	2640.5295
ADIPOR2|79602	2040	5310	4335	8918	4225	7512	5479.7306	11093.3817	1441.0426	2392.381	3427.1744	6664.9695
ADK|132	277	916	808	2297	1346	2588	269.5232	376.2466	294.1663	461.9048	427.2685	532.5866
ADM2|79924	1037	2003	3245	51	63	40	179.9119	242.9737	376.9135	128.8889	140.2915	4.0733
ADM|133	467	414	236	2537	1575	4795	47.5629	107.8876	99.7104	229.8413	1141.1378	1582.9939
ADNP2|22850	689	840	592	365	286	333	843.3801	618.3137	720.3144	599.6825	560.7898	568.7373
ADNP|23394	1247	3327	2848	1120	1135	909	3426.9427	2947.4161	2496.0695	2471.1111	1890.7381	1957.7393
ADORA1|134	14	107	23	44	38	46	2108.278	1701.7226	141.4977	366.0317	247.8608	214.8676
ADORA2A|135	346.58	311.95	419.21	115.5	108.09	134.13	243.9943	122.3935	165.0765	77.419	165.8674	37.169
ADORA2B|136	13	16	5	13	26	14	2.7573	26.2919	35.5813	154.9206	44.0056	28.0041
ADORA3|140	87	168	14	44	111	198	129.9364	128.7398	120.3972	369.2063	166.2435	90.1222
ADO|84890	739	508	275	341	374	475	575.9249	1398.9121	650.393	617.4603	570.1928	483.7067
ADPGK|83440	1330.83	1446.5	618	648	523.89	748	992.9621	1011.8676	1036.9715	922.9714	804.5134	754.5825
ADPRHL1|113622	48	40	190	167	42	21	145.446	43.5177	250.724	78.4127	97.7903	48.8798
ADPRHL2|54936	1773	1528	503	696	622	850	858.2005	801.4506	911.8742	751.1111	722.1439	387.9837
ADPRH|141	491	658	75	111	152	184	533.8765	242.0671	247.4141	485.3968	484.4382	488.7984
ADRA1A|148	6	66	26	1139	448	580	0.6893	2.7199	0.8275	12.381	46.2623	92.1589
ADRA1B|147	9	242	268	279	303	296	12.0631	69.8096	10.7571	9.2063	76.3517	87.0672
ADRA1D|146	7	4	0	17	0	84	3.7912	4.5331	4.9648	10.1587	10.1551	3.5642
ADRA2A|150	64	125	26	28	34	26	262.2854	417.0444	707.4886	1669.8413	2134.4617	3266.2933
ADRA2B|151	19	37	32	132	225	97	2.068	4.5331	3.7236	53.0159	47.0146	58.554
ADRA2C|152	133	42	23	8	10	17	59.626	84.3155	27.7203	136.5079	143.3004	79.4297
ADRB1|153	12	1	2	41	24	2	1.034	4.5331	55.4406	40.6349	113.5872	145.112
ADRB2|154	47	323	76	703	363	402	14.131	27.1985	45.9247	211.1111	307.6634	486.2525
ADRB3|155	0	0	0	0	0	0	1.3786	2.7199	0.8275	2.5397	0	67.2098
ADRBK1|156	5066	3824	1067	1387	940	1705	7252.6556	2855.8477	3122.4659	1607.3016	1826.0461	1272.4033
ADRBK2|157	361	554	239	127	82	300	210.5865	272.8921	676.0447	776.5079	1155.0541	5116.5988
ADRM1|11047	7075	6583	3572	3112	2274	3761	4521.9237	4175.884	2137.7741	1437.1429	1677.8561	1050.4073
ADSL|158	1496	3440	1312	914	618	986	672.0847	600.1813	771.6177	909.5238	867.701	658.3503
ADSSL1|122622	63	203	345	640	191	425	86.1647	77.0626	134.8779	156.5079	159.4734	342.1589
ADSS|159	1732	1465	1742	997	1029	980	1395.5236	928.3772	1994.2077	1197.7778	1063.2816	616.5988
AEBP1|165	1823	3065	418	1412	1468	2056	6515.0857	15513.146	25282.9954	10631.1111	13466.4786	7876.2729
AEBP2|121536	337	436	267	410	405	445	466.3234	368.087	376.4998	632.0635	533.7094	515.2749
AEN|64782	1478	1524	528	364	524	1239	672.0847	940.1632	777.8237	448.5714	482.1815	160.8961
AES|166	11853	8011	7639	7067	5322	9888	6900.0696	10408.8849	12364.9152	8663.4921	10969.0644	5755.6008
AFAP1L1|134265	111	501	330	148	136	149	168.8828	284.6782	169.6318	245.0794	528.4438	966.9043
AFAP1L2|84632	90	89	126	107	80	94	259.8728	630.0997	1071.9901	1119.6825	647.2967	417.0061
AFAP1|60312	261.85	603.99	517	122	130.99	133	733.4167	1828.6219	1517.1411	1032.6794	1025.2863	1504.5621
AFARP1|246182	1	12	3	8	10	12	1.7233	0.9066	1.6549	3.1746	4.1373	7.6375
AFF1|4299	1610	2214	3352	1522	2255	1515	1480.999	977.3345	1984.6918	1631.746	1795.2045	3957.7393
AFF2|2334	2	67	17	1	4	2	7.2378	6.3463	33.9264	21.5873	58.6742	206.721
AFF3|3899	368	956	63	304	194	146	4788.6897	2772.4388	2332.23	2145.3968	793.9821	863.0346
AFF4|27125	2668	3711	4712	4346	2647	4031	3899.1253	2096.1015	2374.8448	2418.0952	1775.2703	2791.2424
AFG3L1|172	589	582	271	105	46	169	428.7556	681.777	250.3103	293.0159	256.1354	147.1487
AFG3L2|10939	2117.38	4102.78	3818.57	2217.61	1440.53	2496.21	1930.8132	1140.2901	1061.9156	1499.8984	1273.1171	1174.2872
AFMID|125061	1921	3838	3823	3714	2001	4305	596.2598	541.2511	1163.012	609.2063	1194.5463	231.1609
AFM|173	1232	2753	7608	26175	10816	27110	0	0	0	0	0	0
AFP|174	5327	88	124	122	25	158	1.034	0	3.3099	43.4921	75.5994	0
AFTPH|54812	2523	2085	2178	1258	1314	1654	1371.0528	1394.379	1323.1278	1315.2381	1188.5284	930.7536
AG2|387763	299	242	115	1027	2161	6429	97.1938	297.3708	281.3405	420.6349	602.5388	586.0489
AGAP11|119385	6	7	14	4	2	3	47.3837	34.5331	31.0302	99.0508	133.5214	339.109
AGAP1|116987	851	381	227	113	133	130	512.5077	216.6818	424.4932	448.254	365.2092	392.057
AGAP2|116986	341.7	158.24	76.01	38.82	20.48	44.19	47.556	228.1868	136.959	81.7937	102.1345	70.6365
AGAP3|116988	2759	4594	808	1161	949	1924	2247.1755	2589.3019	1785.271	1468.8889	1376.9629	851.3238
AGAP4|119016	352	215	294	158	49	161	263.3193	1250.2267	222.59	324.4444	192.9478	152.2403
AGAP5|729092	25	38	56.95	15.89	11	7	52.8982	85.3037	57.5093	50.5556	27.4565	14.2566
AGAP6|414189	291	118	205	60	19	149	145.446	282.8649	162.5983	146.9841	101.1754	69.7556
AGAP7|653268	29	11	9	13	0	10	12.0631	659.1115	45.0972	8.5714	7.8984	4.5825
AGAP8|728404	34	47	34	25	3	22	37.9125	122.3935	9.1022	20.3175	28.961	25.9674
AGA|175	2288	967	359	563	359	496	1015.7095	332.7289	503.9305	519.0476	737.5646	471.4868
AGBL1|123624	1	0	0	0	0	1	0.3447	0	0	0.3175	0	0
AGBL2|79841	44	73	196	28	4	40	46.1843	20.8522	54.1994	18.4127	8.2746	3.055
AGBL3|340351	53	31	39	1	4	11	4.8252	2.7199	9.9297	5.7143	4.5134	9.165
AGBL4|84871	0	14	1	7	6	3	9.3058	0	19.4456	10.7937	10.9074	2.0367
AGBL5|60509	325.02	1416.03	416.01	250.01	213	354.01	1163.2373	747.9782	547.8279	825.1683	796.6751	652.2607
AGER|177	142	86	64	9	13	33	108.5675	123.3001	56.2681	65.7143	24.0715	28.5132
AGFG1|3267	1641	3592	970	1452	1235	1543	855.7879	1054.3971	1295.4075	1207.619	1848.237	3210.2851
AGFG2|3268	3262	3247	3358	1252	1581	3526	320.188	363.5539	318.5767	515.873	605.5477	394.0937
AGGF1|55109	1081	2102	786	698	552	711	1180.4565	711.6954	810.9226	894.2857	729.2901	965.3768
AGK|55750	692	927	584	446	352	480	914.7245	654.5784	461.3157	550.4762	467.5129	456.721
AGL|178	772	1909	861	3444	2706	2523	2118.9624	3974.6147	544.0629	699.3651	642.031	1876.7821
AGMAT|79814	1299	6506	4748	3891	1842	3775	180.9459	60.7434	14.4808	28.8889	25.5759	1.0183
AGPAT1|10554	2176.21	3462.12	3632.52	1361.39	977.09	1760.71	2694.1773	1934.0073	1930.2358	1947.2825	1996.7654	1584.3075
AGPAT2|10555	3619	2082	1692	6017	3104	9223	470.804	1952.8558	756.3095	972.0635	6380.0658	12525.9674
AGPAT3|56894	2570	10625	8521	3918	2274	3857	5009.9606	1958.2956	2287.9603	1915.873	3474.5651	2937.8819
AGPAT4|56895	261	321	57	30	57	59	41.3591	167.7244	209.7642	277.1429	272.6845	266.8024
AGPAT5|55326	2157	2142	302	551	728	768	567.6531	203.9891	725.2793	601.9048	641.6549	272.4033
AGPAT6|137964	2346	4676	2970	2338	1960	2074	8887.0277	1468.7217	2028.1341	2185.3968	2002.0686	1851.833
AGPAT9|84803	1615	459	374	2295	635	2238	20.6795	29.9184	39.3049	124.127	150.8228	105.9063
AGPHD1|123688	43	245	44	58	43	98	16.8883	60.7434	61.2329	56.5079	41.7489	106.4155
AGPS|8540	1683	4071	940	1658	1836	1282	2031.0744	890.2992	441.0426	768.8889	1127.2214	1760.6925
AGR2|10551	1779	2	0	3	2	2	1394.1449	7669.0843	13474.1415	9899.0476	1226.5162	61.609
AGR3|155465	2	0	0	20	8	22	4239.6482	2888.4859	1139.0153	2611.1111	435.1669	0.5092
AGRN|375790	13025	8510	9986	2279	1541	2623	7819.6194	9325.476	12944.9731	7435.5556	3798.4015	776.4766
AGRP|181	0	2	18	0	1	3	0.3447	0	1.2412	0	0	0
AGTPBP1|23287	261	302	78	113	137	222	163.3683	388.9393	182.0439	337.4603	315.1857	581.4664
AGTR1|185	3676	2702	1059	3572	4709	2577	2856.1877	16.3191	639.2222	231.4286	354.3018	1206.2118
AGTR2|186	0	1	0	0	0	0	0	0	0	20.6349	0	0.5092
AGTRAP|57085	1323	1083	223	316	320	425	995.7193	2091.5684	1822.5072	1185.7143	973.0136	403.2587
AGT|183	7712	99479	120251	117388	61089	92422	384.2946	11.786	57.5093	235.5556	259.1443	88.0855
AGXT2L1|64850	1047	2682	6302	2916	1157	2580	0	0	3.3099	6.0317	1.1283	0
AGXT2L2|85007	1215.1	1930.77	1069.15	1190.84	1081.7	1586.96	390.8431	627.0988	466.7935	607.6	743.2402	902.0876
AGXT2|64902	4	2349	306	3468	2867	3245	0	2.7199	0	0.3175	0	0
AGXT|189	4208	24546	116006	76789	53438	95284	0	0	0	0	19.1819	2.5458
AHCTF1|25909	1583	2136	2651	1194	941	1183	1749.8328	1467.815	1288.374	1116.5079	922.9901	1870.6721
AHCYL1|10768	3089	7868	2014	4500	2594	3655	4305.8227	1689.0299	3870.0869	3773.6508	3921.7677	6849.2872
AHCYL2|23382	288	781	657	349	321	342	876.4674	753.3998	470.0041	516.1905	478.4203	831.9756
AHCY|191	8288	13694	12170	7467	7212	6854	5312.5711	4083.4089	3942.9044	3245.3968	2779.1255	1510.1833
AHDC1|27245	474	1038	580	586	538	296	2227.8746	1263.8259	1234.5883	1110.7937	847.0146	457.7393
AHI1|54806	202	369	205	135	75	169	291.2367	414.3246	375.6723	386.9841	237.3296	365.5804
AHNAK2|113146	19	189	265	36	88	65	412.9013	330.9157	852.2962	894.6032	1779.4076	2498.9817
AHNAK|79026	15552	50063	12200	12651	12315	12910	58622.3298	18409.7915	27008.2747	45596.8254	87593.418	240497.4542
AHRR|57491	47	28	7	5	6	20	10.3398	62.5567	103.434	18.7302	16.9252	15.2749
AHR|196	4334	4880	2690	3350	5645	3071	802.7104	922.9374	1157.2197	1792.0635	1653.7847	2207.7393
AHSA1|10598	3147	4335	1619	1367	1476	1679	1643.3333	1554.8504	1752.9996	1838.0952	1574.4241	1557.5356
AHSA2|130872	1066	1052	1150	151	56	185	779.2736	1654.5784	688.043	695.873	382.8867	302.9532
AHSG|197	16621	73724	236918	192286	126822	206804	0.6893	0	0	0	0	0
AHSP|51327	2	0	0	0	11	0	0	0	0.4137	0	0.7522	6.11
AICDA|57379	1	0	1	0	0	1	0	2.7199	0.8275	0	2.2567	3.5642
AIDA|64853	2797.22	2367.23	1192.07	985	895.02	1314	764.5463	1084.3155	1061.7873	1088.2635	1489.7978	2278.7627
AIF1L|83543	92	214	253	91	86	65	168.1935	2017.2257	797.6831	1764.4444	1795.2045	2577.3931
AIF1|199	1776	985	177	299	534	1021	147.1693	370.8069	407.9437	1167.3016	684.9083	804.9898
AIFM1|9131	6653	5844	10416	3840	2652	5034	1830.483	1072.5295	872.5693	922.8571	1013.6342	1029.5316
AIFM2|84883	1786	2374	1067	459	365	1058	538.7017	1212.1487	357.0542	524.4444	2474.8472	5123.2179
AIFM3|150209	41.67	62.35	215.28	9	17.3	31.42	149.1442	72.9556	33.9264	26.5683	20.7842	5.3921
AIG1|51390	2852	6338	4543	5659	5009	6043	217.4797	739.8005	836.5743	1119.0476	1306.2529	1590.1222
AIM1L|55057	36	136	57	1	0	52	59.2813	38.078	22.7555	6.3492	5.2656	3.055
AIM1|202	1194	920	203	876	516	552	899.9042	2668.1777	1721.1419	2178.7302	2524.4946	2614.053
AIM2|9447	121	28	3	1	3	27	5.8592	25.3853	7.0335	28.254	36.8594	10.6925
AIMP1|9255	2526.66	1756.12	1051	879.78	773.13	1160.37	985.5036	1122.0943	951.2578	1139.2032	833.008	874.7454
AIMP2|7965	1306.32	1826.75	1266.59	779.17	588.52	818.42	419.4153	416.709	466.8515	355.8857	391.2177	294.6283
AIPL1|23746	0	0	0	0	0	0	0	0	0.4137	0	0	0
AIP|9049	2561	1930	446	1043	831	1582	2438.1165	874.8867	793.9595	1019.0476	1089.9859	837.0672
AIRE|326	2	0	0	0	0	0	1.3786	0	0.4137	0	0	1.0183
AJAP1|55966	0	6	1	2	8	3	2.7573	1.8132	28.1341	28.254	5.6417	2.5458
AK1|203	1955	1607	231	930	879	2513	590.4006	1094.2883	550.2689	696.5079	1061.401	728.6151
AK2|204	6761	7590	2906	4084	3411	4392	2510.1502	2502.2665	2096.4005	2201.9048	2171.3211	2468.4216
AK3L1|205	969	5230	109	1246	1282	1324	23.7815	58.9302	195.2834	286.0317	314.4335	886.4562
AK3|50808	2677	3948	4779	7440	5180	5682	969.1806	1203.0825	920.5627	2109.8413	1983.2628	3478.6151
AK5|26289	2	2	4	2	6	3	5.1699	72.5295	86.4708	2579.3651	1234.4147	32.0774
AK7|122481	11	105	7	6	37	16	13.7864	7.2529	18.2044	54.9206	45.134	8.6558
AKAP10|11216	202	255	312	185	143	144	473.5612	232.0943	241.2081	425.0794	339.6333	592.1589
AKAP11|11215	1347	883	847	1011	834	895	1606.7994	882.1396	916.4253	917.7778	1085.0964	2151.222
AKAP12|9590	367	188	119	2600	1431	3737	412.212	455.1224	776.9963	1571.4286	4303.9022	14489.3075
AKAP13|11214	2085	4675	4133	2178	1390	2282	4069.0421	2390.7525	2527.9272	3572.6984	2685.8486	3752.5458
AKAP14|158798	14	2	2	0	0	1	0	0.9066	7.4472	0	0	0
AKAP1|8165	2447	7218	4148	2908	1942	2205	2103.7975	582.049	1813.8188	2216.8254	2126.9394	2272.9124
AKAP2|11217	36.68	763.78	290.82	1107.03	1066.81	485.4	210.7761	613.9166	547.6707	805.0444	1866.7419	3284.3941
AKAP3|10566	3	8	4	25	17	6	21.0242	18.1324	12.4121	42.8571	32.7221	62.6273
AKAP4|8852	0	0	0	0	0	0	0	0	0	0	0	1.0183
AKAP5|9495	328	75	29	24	13	62	74.4463	45.3309	269.3422	106.6667	51.528	16.2933
AKAP6|9472	28	214	64	178	133	2114	9.3058	15.4125	19.8593	136.1905	59.4264	53.9715
AKAP7|9465	182	1197	79	509	613	376	46.5289	88.8486	106.7439	191.4286	194.8284	371.6904
AKAP8L|26993	1926	2760	1865	452	566	798	1106.6995	1198.5494	1374.4311	836.1905	742.4542	655.2953
AKAP8|10270	816	1515	1088	458	406	431	666.5702	741.6138	774.1001	672.381	505.1246	438.391
AKAP9|10142	2205	4616	3513	2045	1445	1853	3243.5842	1101.5413	2193.2147	1942.5397	1121.9558	1675.1527
AKD1|221264	80	250	26	58	33	54	77.5482	39.8912	159.2884	127.9365	79.3606	127.8004
AKIRIN1|79647	1892	2500	1872	1959	2249	2277	1012.9523	923.8441	1078.1961	1273.3333	1243.8176	1447.0468
AKIRIN2|55122	971	2687	723	801	1338	1706	260.9067	314.5966	573.8519	760.9524	1015.1387	1123.7271
AKNAD1|254268	0	1	0	0	0	0	3.1019	0	2.8962	2.8571	8.2746	0.5092
AKNA|80709	2077	658	264	289	441	762	502.8572	1464.1886	834.9193	873.6508	1011.7536	933.2994
AKR1A1|10327	4316	8987	3668	8562	5256	8383	2210.297	1829.5558	3460.4882	2364.127	2693.7471	1317.7189
AKR1B10|57016	55263	204463	343	161	37	723	3.1019	1.8132	14.8945	190.4762	394.1702	308.0448
AKR1B15|441282	195	1666	0	0	0	4	0	0.9066	254.0339	3.1746	566.4316	55.499
AKR1B1|231	763	5149	149	358	278	393	957.4622	1140.5258	597.8486	1050.4762	1440.9027	1203.666
AKR1C1|1645	45455.83	188106	1007	13247	12906	29203	20.3349	165.9112	92.2631	1073.0159	7627.2685	13358.9613
AKR1C2|1646	12251	122080	398	4590	3707	13386	12.4077	213.9619	306.9921	419.3651	8429.5252	17770.3666
